frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags
1778268183.702277000,10.19.155.22,10.19.155.241,5000,21926,54,0x0010
1778268186.672732000,10.19.155.241,10.19.155.22,28102,5000,66,0x0002
1778268186.672787000,10.19.155.22,10.19.155.241,5000,28102,66,0x0012
1778268186.673759000,10.19.155.241,10.19.155.22,49675,5000,66,0x0002
1778268186.673760000,10.19.155.241,10.19.155.22,28102,5000,60,0x0010
1778268186.673762000,10.19.155.241,10.19.155.22,28102,5000,2058,0x0018
1778268186.673791000,10.19.155.22,10.19.155.241,5000,49675,66,0x0012
1778268186.674007000,10.19.155.22,10.19.155.241,5000,28102,54,0x0010
1778268186.674649000,10.19.155.241,10.19.155.22,49675,5000,60,0x0010
1778268186.674650000,10.19.155.241,10.19.155.22,49675,5000,2026,0x0018
1778268186.674695000,10.19.155.22,10.19.155.241,5000,49675,54,0x0010
1778268186.675347000,10.19.155.22,10.19.155.241,5000,28102,1383,0x0018
1778268186.676136000,10.19.155.241,10.19.155.22,28102,5000,84,0x0018
1778268186.676138000,10.19.155.241,10.19.155.22,28102,5000,60,0x0011
1778268186.676561000,10.19.155.22,10.19.155.241,5000,28102,54,0x0011
1778268186.677053000,10.19.155.241,10.19.155.22,28102,5000,60,0x0010
1778268186.677054000,10.19.155.241,10.19.155.22,30988,5000,66,0x0002
1778268186.677075000,10.19.155.22,10.19.155.241,5000,30988,66,0x0012
1778268186.677950000,10.19.155.241,10.19.155.22,30988,5000,60,0x0010
1778268186.677952000,10.19.155.241,10.19.155.22,30988,5000,1787,0x0018
1778268186.677982000,10.19.155.22,10.19.155.241,5000,30988,54,0x0010
1778268186.678267000,10.19.155.22,10.19.155.241,5000,49675,1383,0x0018
1778268186.678934000,10.19.155.241,10.19.155.22,49675,5000,84,0x0018
1778268186.678935000,10.19.155.241,10.19.155.22,49675,5000,60,0x0011
1778268186.679250000,10.19.155.22,10.19.155.241,5000,49675,54,0x0011
1778268186.679812000,10.19.155.241,10.19.155.22,49675,5000,60,0x0010
1778268186.679813000,10.19.155.241,10.19.155.22,41698,5000,66,0x0002
1778268186.679887000,10.19.155.22,10.19.155.241,5000,41698,66,0x0012
1778268186.680749000,10.19.155.22,10.19.155.241,5000,30988,2501,0x0018
1778268186.680825000,10.19.155.241,10.19.155.22,41698,5000,60,0x0010
1778268186.680826000,10.19.155.241,10.19.155.22,41698,5000,1819,0x0018
1778268186.681014000,10.19.155.22,10.19.155.241,5000,41698,54,0x0010
1778268186.681237000,10.19.155.241,10.19.155.22,30988,5000,60,0x0010
1778268186.681588000,10.19.155.241,10.19.155.22,30988,5000,134,0x0018
1778268186.681588000,10.19.155.241,10.19.155.22,30988,5000,622,0x0018
1778268186.681882000,10.19.155.22,10.19.155.241,5000,30988,309,0x0018
1778268186.689856000,10.19.155.22,10.19.155.241,5000,41698,2501,0x0018
1778268186.690275000,10.19.155.241,10.19.155.22,41698,5000,60,0x0010
1778268186.690856000,10.19.155.241,10.19.155.22,41698,5000,134,0x0018
1778268186.690857000,10.19.155.241,10.19.155.22,41698,5000,660,0x0018
1778268186.691077000,10.19.155.22,10.19.155.241,5000,41698,309,0x0018
1778268186.692952000,10.19.155.22,10.19.155.241,5000,41698,4434,0x0018
1778268186.693783000,10.19.155.241,10.19.155.22,41698,5000,60,0x0010
1778268186.693784000,10.19.155.241,10.19.155.22,41698,5000,60,0x0010
1778268186.693810000,10.19.155.22,10.19.155.241,5000,41698,64,0x0018
1778268186.695200000,10.19.155.241,10.19.155.22,41698,5000,60,0x0011
1778268186.695442000,10.19.155.22,10.19.155.241,5000,41698,78,0x0018
1778268186.695821000,10.19.155.22,10.19.155.241,5000,41698,54,0x0011
1778268186.695947000,10.19.155.241,10.19.155.22,41698,5000,60,0x0014
1778268186.698462000,10.19.155.22,10.19.155.241,5000,30988,727,0x0019
1778268186.700869000,10.19.155.241,10.19.155.22,30988,5000,60,0x0010
1778268186.700870000,10.19.155.241,10.19.155.22,30988,5000,60,0x0011
1778268186.700919000,10.19.155.22,10.19.155.241,5000,30988,54,0x0010
1778268189.674315000,10.19.155.241,10.19.155.22,62918,5000,66,0x0002
1778268189.674360000,10.19.155.22,10.19.155.241,5000,62918,66,0x0012
1778268189.675390000,10.19.155.241,10.19.155.22,13904,5000,66,0x0002
1778268189.675392000,10.19.155.241,10.19.155.22,62918,5000,60,0x0010
1778268189.675393000,10.19.155.241,10.19.155.22,62918,5000,2090,0x0018
1778268189.675423000,10.19.155.22,10.19.155.241,5000,13904,66,0x0012
1778268189.675674000,10.19.155.22,10.19.155.241,5000,62918,54,0x0010
1778268189.676400000,10.19.155.241,10.19.155.22,13904,5000,60,0x0010
1778268189.676443000,10.19.155.241,10.19.155.22,13904,5000,2026,0x0018
1778268189.676494000,10.19.155.22,10.19.155.241,5000,13904,54,0x0010
1778268189.677119000,10.19.155.22,10.19.155.241,5000,62918,1383,0x0018
1778268189.677797000,10.19.155.241,10.19.155.22,62918,5000,84,0x0018
1778268189.677799000,10.19.155.241,10.19.155.22,62918,5000,60,0x0011
1778268189.678104000,10.19.155.22,10.19.155.241,5000,62918,54,0x0011
1778268189.678639000,10.19.155.241,10.19.155.22,62918,5000,60,0x0010
1778268189.678891000,10.19.155.241,10.19.155.22,5236,5000,66,0x0002
1778268189.678924000,10.19.155.22,10.19.155.241,5000,5236,66,0x0012
1778268189.679755000,10.19.155.241,10.19.155.22,5236,5000,60,0x0010
1778268189.679757000,10.19.155.241,10.19.155.22,5236,5000,1819,0x0018
1778268189.679801000,10.19.155.22,10.19.155.241,5000,5236,54,0x0010
1778268189.680409000,10.19.155.22,10.19.155.241,5000,13904,1383,0x0018
1778268189.681576000,10.19.155.241,10.19.155.22,13904,5000,84,0x0018
1778268189.681578000,10.19.155.241,10.19.155.22,13904,5000,60,0x0011
1778268189.682018000,10.19.155.22,10.19.155.241,5000,13904,54,0x0011
1778268189.682533000,10.19.155.241,10.19.155.22,24763,5000,66,0x0002
1778268189.682535000,10.19.155.241,10.19.155.22,13904,5000,60,0x0010
1778268189.682564000,10.19.155.22,10.19.155.241,5000,24763,66,0x0012
1778268189.683598000,10.19.155.241,10.19.155.22,24763,5000,60,0x0010
1778268189.683600000,10.19.155.241,10.19.155.22,24763,5000,1819,0x0018
1778268189.683658000,10.19.155.22,10.19.155.241,5000,24763,54,0x0010
1778268189.685082000,10.19.155.22,10.19.155.241,5000,5236,2501,0x0018
1778268189.685547000,10.19.155.241,10.19.155.22,5236,5000,60,0x0010
1778268189.686226000,10.19.155.241,10.19.155.22,5236,5000,134,0x0018
1778268189.686472000,10.19.155.22,10.19.155.241,5000,5236,309,0x0018
1778268189.686804000,10.19.155.241,10.19.155.22,5236,5000,622,0x0018
1778268189.690710000,10.19.155.22,10.19.155.241,5000,24763,2501,0x0018
1778268189.691546000,10.19.155.241,10.19.155.22,24763,5000,60,0x0010
1778268189.691547000,10.19.155.241,10.19.155.22,24763,5000,134,0x0018
1778268189.692949000,10.19.155.22,10.19.155.241,5000,24763,309,0x0018
1778268189.696080000,10.19.155.241,10.19.155.22,24763,5000,660,0x0018
1778268189.700415000,10.19.155.22,10.19.155.241,5000,24763,4434,0x0018
1778268189.701100000,10.19.155.241,10.19.155.22,24763,5000,60,0x0010
1778268189.701101000,10.19.155.241,10.19.155.22,24763,5000,60,0x0010
1778268189.701135000,10.19.155.22,10.19.155.241,5000,24763,64,0x0018
1778268189.702017000,10.19.155.241,10.19.155.22,24763,5000,60,0x0011
1778268189.702575000,10.19.155.22,10.19.155.241,5000,24763,78,0x0018
1778268189.703380000,10.19.155.22,10.19.155.241,5000,24763,54,0x0011
1778268189.703426000,10.19.155.241,10.19.155.22,24763,5000,60,0x0014
1778268189.709698000,10.19.155.22,10.19.155.241,5000,5236,727,0x0019
1778268189.710316000,10.19.155.241,10.19.155.22,5236,5000,60,0x0010
1778268189.710920000,10.19.155.241,10.19.155.22,5236,5000,60,0x0011
1778268189.710955000,10.19.155.22,10.19.155.241,5000,5236,54,0x0010
1778268192.677118000,10.19.155.241,10.19.155.22,14421,5000,66,0x0002
1778268192.677119000,10.19.155.241,10.19.155.22,16076,5000,66,0x0002
1778268192.677152000,10.19.155.22,10.19.155.241,5000,14421,66,0x0012
1778268192.677402000,10.19.155.22,10.19.155.241,5000,16076,66,0x0012
1778268192.677895000,10.19.155.241,10.19.155.22,14421,5000,60,0x0010
1778268192.677896000,10.19.155.241,10.19.155.22,16076,5000,60,0x0010
1778268192.680725000,10.19.155.241,10.19.155.22,14421,5000,2058,0x0018
1778268192.680727000,10.19.155.241,10.19.155.22,16076,5000,2122,0x0018
1778268192.680809000,10.19.155.22,10.19.155.241,5000,14421,54,0x0010
1778268192.680928000,10.19.155.22,10.19.155.241,5000,16076,54,0x0010
1778268192.681411000,10.19.155.22,10.19.155.241,5000,14421,1383,0x0018
1778268192.682140000,10.19.155.241,10.19.155.22,14421,5000,84,0x0018
1778268192.683889000,10.19.155.241,10.19.155.22,14421,5000,60,0x0011
1778268192.683891000,10.19.155.241,10.19.155.22,34001,5000,66,0x0002
1778268192.683864000,10.19.155.22,10.19.155.241,5000,14421,54,0x0011
1778268192.684148000,10.19.155.22,10.19.155.241,5000,34001,66,0x0012
1778268192.684828000,10.19.155.22,10.19.155.241,5000,14421,54,0x0010
1778268192.684917000,10.19.155.241,10.19.155.22,14421,5000,60,0x0010
1778268192.684918000,10.19.155.241,10.19.155.22,34001,5000,60,0x0010
1778268192.685550000,10.19.155.241,10.19.155.22,34001,5000,1851,0x0018
1778268192.685573000,10.19.155.22,10.19.155.241,5000,34001,54,0x0010
1778268192.685893000,10.19.155.22,10.19.155.241,5000,16076,1383,0x0018
1778268192.687170000,10.19.155.241,10.19.155.22,16076,5000,84,0x0018
1778268192.687170000,10.19.155.241,10.19.155.22,16076,5000,60,0x0011
1778268192.687411000,10.19.155.22,10.19.155.241,5000,16076,54,0x0011
1778268192.687740000,10.19.155.241,10.19.155.22,17152,5000,66,0x0002
1778268192.687740000,10.19.155.241,10.19.155.22,16076,5000,60,0x0010
1778268192.687763000,10.19.155.22,10.19.155.241,5000,17152,66,0x0012
1778268192.688207000,10.19.155.241,10.19.155.22,17152,5000,60,0x0010
1778268192.688893000,10.19.155.22,10.19.155.241,5000,34001,2501,0x0018
1778268192.689018000,10.19.155.241,10.19.155.22,17152,5000,1755,0x0018
1778268192.689171000,10.19.155.22,10.19.155.241,5000,17152,54,0x0010
1778268192.689423000,10.19.155.241,10.19.155.22,34001,5000,60,0x0010
1778268192.689790000,10.19.155.241,10.19.155.22,34001,5000,134,0x0018
1778268192.689791000,10.19.155.241,10.19.155.22,34001,5000,622,0x0018
1778268192.690024000,10.19.155.22,10.19.155.241,5000,34001,309,0x0018
1778268192.693658000,10.19.155.22,10.19.155.241,5000,17152,2501,0x0018
1778268192.694242000,10.19.155.241,10.19.155.22,17152,5000,60,0x0010
1778268192.694647000,10.19.155.241,10.19.155.22,17152,5000,134,0x0018
1778268192.695607000,10.19.155.22,10.19.155.241,5000,17152,309,0x0018
1778268192.695683000,10.19.155.241,10.19.155.22,17152,5000,660,0x0018
1778268192.697080000,10.19.155.22,10.19.155.241,5000,17152,4434,0x0018
1778268192.697487000,10.19.155.241,10.19.155.22,17152,5000,60,0x0010
1778268192.697488000,10.19.155.241,10.19.155.22,17152,5000,60,0x0010
1778268192.697602000,10.19.155.22,10.19.155.241,5000,17152,64,0x0018
1778268192.698072000,10.19.155.241,10.19.155.22,17152,5000,60,0x0011
1778268192.699018000,10.19.155.22,10.19.155.241,5000,17152,78,0x0018
1778268192.699676000,10.19.155.241,10.19.155.22,17152,5000,60,0x0014
1778268192.702884000,10.19.155.22,10.19.155.241,5000,34001,727,0x0019
1778268192.703359000,10.19.155.241,10.19.155.22,34001,5000,60,0x0010
1778268192.703938000,10.19.155.241,10.19.155.22,34001,5000,60,0x0011
1778268192.703957000,10.19.155.22,10.19.155.241,5000,34001,54,0x0010
1778268194.993507000,10.19.155.241,10.19.155.22,41050,5000,66,0x0002
1778268194.993546000,10.19.155.22,10.19.155.241,5000,41050,66,0x0012
1778268194.994631000,10.19.155.241,10.19.155.22,41050,5000,60,0x0010
1778268194.994633000,10.19.155.241,10.19.155.22,41050,5000,2122,0x0018
1778268194.994794000,10.19.155.22,10.19.155.241,5000,41050,54,0x0010
1778268194.995768000,10.19.155.22,10.19.155.241,5000,41050,1383,0x0018
1778268194.996645000,10.19.155.241,10.19.155.22,41050,5000,84,0x0018
1778268194.996647000,10.19.155.241,10.19.155.22,41050,5000,60,0x0011
1778268194.997292000,10.19.155.22,10.19.155.241,5000,41050,54,0x0011
1778268194.998075000,10.19.155.241,10.19.155.22,41050,5000,60,0x0010
1778268194.998078000,10.19.155.241,10.19.155.22,7740,5000,66,0x0002
1778268194.998157000,10.19.155.22,10.19.155.241,5000,7740,66,0x0012
1778268194.999332000,10.19.155.241,10.19.155.22,7740,5000,60,0x0010
1778268194.999335000,10.19.155.241,10.19.155.22,7740,5000,2058,0x0018
1778268194.999507000,10.19.155.22,10.19.155.241,5000,7740,54,0x0010
1778268195.000431000,10.19.155.22,10.19.155.241,5000,7740,1383,0x0018
1778268195.001776000,10.19.155.241,10.19.155.22,7740,5000,134,0x0018
1778268195.002469000,10.19.155.22,10.19.155.241,5000,7740,309,0x0018
1778268195.003293000,10.19.155.241,10.19.155.22,7740,5000,767,0x0018
1778268195.003295000,10.19.155.241,10.19.155.22,7740,5000,60,0x0010
1778268195.009317000,10.19.155.22,10.19.155.241,5000,7740,242,0x0018
1778268195.010022000,10.19.155.241,10.19.155.22,7740,5000,60,0x0010
1778268195.010053000,10.19.155.22,10.19.155.241,5000,7740,119,0x0018
1778268195.011256000,10.19.155.241,10.19.155.22,7740,5000,60,0x0011
1778268195.011751000,10.19.155.22,10.19.155.241,5000,7740,78,0x0018
1778268195.012351000,10.19.155.241,10.19.155.22,7740,5000,60,0x0014
1778268195.012383000,10.19.155.22,10.19.155.241,5000,7740,54,0x0011
1778268195.676221000,10.19.155.241,10.19.155.22,62287,5000,66,0x0002
1778268195.676224000,10.19.155.241,10.19.155.22,29814,5000,66,0x0002
1778268195.676264000,10.19.155.22,10.19.155.241,5000,62287,66,0x0012
1778268195.676482000,10.19.155.22,10.19.155.241,5000,29814,66,0x0012
1778268195.677144000,10.19.155.241,10.19.155.22,62287,5000,60,0x0010
1778268195.677146000,10.19.155.241,10.19.155.22,29814,5000,60,0x0010
1778268195.677148000,10.19.155.241,10.19.155.22,62287,5000,2122,0x0018
1778268195.677360000,10.19.155.22,10.19.155.241,5000,62287,54,0x0010
1778268195.678149000,10.19.155.22,10.19.155.241,5000,62287,1383,0x0018
1778268195.678481000,10.19.155.241,10.19.155.22,29814,5000,1851,0x0018
1778268195.678492000,10.19.155.22,10.19.155.241,5000,29814,54,0x0010
1778268195.678825000,10.19.155.241,10.19.155.22,62287,5000,84,0x0018
1778268195.678826000,10.19.155.241,10.19.155.22,62287,5000,60,0x0011
1778268195.679152000,10.19.155.22,10.19.155.241,5000,62287,54,0x0011
1778268195.679576000,10.19.155.241,10.19.155.22,62287,5000,60,0x0010
1778268195.681009000,10.19.155.22,10.19.155.241,5000,29814,2501,0x0018
1778268195.681437000,10.19.155.241,10.19.155.22,49100,5000,66,0x0002
1778268195.681437000,10.19.155.241,10.19.155.22,29814,5000,60,0x0010
1778268195.681471000,10.19.155.22,10.19.155.241,5000,49100,66,0x0012
1778268195.682362000,10.19.155.241,10.19.155.22,29814,5000,84,0x0018
1778268195.682363000,10.19.155.241,10.19.155.22,49100,5000,60,0x0010
1778268195.682364000,10.19.155.241,10.19.155.22,29814,5000,60,0x0011
1778268195.682365000,10.19.155.241,10.19.155.22,49100,5000,1851,0x0018
1778268195.682432000,10.19.155.22,10.19.155.241,5000,49100,54,0x0010
1778268195.682781000,10.19.155.22,10.19.155.241,5000,29814,54,0x0011
1778268195.683139000,10.19.155.241,10.19.155.22,42166,5000,66,0x0002
1778268195.683141000,10.19.155.241,10.19.155.22,29814,5000,60,0x0010
1778268195.683164000,10.19.155.22,10.19.155.241,5000,42166,66,0x0012
1778268195.684000000,10.19.155.241,10.19.155.22,42166,5000,60,0x0010
1778268195.684001000,10.19.155.241,10.19.155.22,42166,5000,1787,0x0018
1778268195.684039000,10.19.155.22,10.19.155.241,5000,42166,54,0x0010
1778268195.685327000,10.19.155.22,10.19.155.241,5000,49100,2501,0x0018
1778268195.685797000,10.19.155.241,10.19.155.22,49100,5000,60,0x0010
1778268195.686255000,10.19.155.241,10.19.155.22,49100,5000,134,0x0018
1778268195.686256000,10.19.155.241,10.19.155.22,49100,5000,622,0x0018
1778268195.686490000,10.19.155.22,10.19.155.241,5000,49100,309,0x0018
1778268195.692797000,10.19.155.22,10.19.155.241,5000,42166,2501,0x0018
1778268195.693242000,10.19.155.241,10.19.155.22,42166,5000,60,0x0010
1778268195.693661000,10.19.155.241,10.19.155.22,42166,5000,134,0x0018
1778268195.693916000,10.19.155.22,10.19.155.241,5000,42166,309,0x0018
1778268195.694225000,10.19.155.241,10.19.155.22,42166,5000,660,0x0018
1778268195.696859000,10.19.155.22,10.19.155.241,5000,42166,4434,0x0018
1778268195.697387000,10.19.155.241,10.19.155.22,42166,5000,60,0x0010
1778268195.697387000,10.19.155.241,10.19.155.22,42166,5000,60,0x0010
1778268195.697418000,10.19.155.22,10.19.155.241,5000,42166,64,0x0018
1778268195.698044000,10.19.155.241,10.19.155.22,42166,5000,60,0x0011
1778268195.698483000,10.19.155.22,10.19.155.241,5000,42166,78,0x0018
1778268195.699248000,10.19.155.22,10.19.155.241,5000,42166,54,0x0011
1778268195.699250000,10.19.155.241,10.19.155.22,42166,5000,60,0x0014
1778268195.703417000,10.19.155.22,10.19.155.241,5000,49100,727,0x0019
1778268195.704020000,10.19.155.241,10.19.155.22,49100,5000,60,0x0010
1778268195.704710000,10.19.155.241,10.19.155.22,49100,5000,60,0x0011
1778268195.704737000,10.19.155.22,10.19.155.241,5000,49100,54,0x0010
1778268198.677060000,10.19.155.241,10.19.155.22,6671,5000,66,0x0002
1778268198.677102000,10.19.155.22,10.19.155.241,5000,6671,66,0x0012
1778268198.678147000,10.19.155.241,10.19.155.22,60325,5000,66,0x0002
1778268198.678149000,10.19.155.241,10.19.155.22,6671,5000,60,0x0010
1778268198.678149000,10.19.155.241,10.19.155.22,6671,5000,2026,0x0018
1778268198.678187000,10.19.155.22,10.19.155.241,5000,60325,66,0x0012
1778268198.678538000,10.19.155.22,10.19.155.241,5000,6671,54,0x0010
1778268198.679067000,10.19.155.241,10.19.155.22,60325,5000,60,0x0010
1778268198.679069000,10.19.155.241,10.19.155.22,60325,5000,2058,0x0018
1778268198.679103000,10.19.155.22,10.19.155.241,5000,60325,54,0x0010
1778268198.679805000,10.19.155.22,10.19.155.241,5000,6671,1383,0x0018
1778268198.680481000,10.19.155.241,10.19.155.22,6671,5000,84,0x0018
1778268198.680483000,10.19.155.241,10.19.155.22,6671,5000,60,0x0011
1778268198.680793000,10.19.155.22,10.19.155.241,5000,6671,54,0x0011
1778268198.681194000,10.19.155.241,10.19.155.22,6671,5000,60,0x0010
1778268198.681196000,10.19.155.241,10.19.155.22,56530,5000,66,0x0002
1778268198.681221000,10.19.155.22,10.19.155.241,5000,56530,66,0x0012
1778268198.681935000,10.19.155.241,10.19.155.22,56530,5000,60,0x0010
1778268198.681937000,10.19.155.241,10.19.155.22,56530,5000,1787,0x0018
1778268198.681971000,10.19.155.22,10.19.155.241,5000,56530,54,0x0010
1778268198.682522000,10.19.155.22,10.19.155.241,5000,60325,1383,0x0018
1778268198.683721000,10.19.155.241,10.19.155.22,60325,5000,84,0x0018
1778268198.683723000,10.19.155.241,10.19.155.22,60325,5000,60,0x0011
1778268198.684329000,10.19.155.241,10.19.155.22,6892,5000,66,0x0002
1778268198.684361000,10.19.155.22,10.19.155.241,5000,6892,66,0x0012
1778268198.684979000,10.19.155.22,10.19.155.241,5000,60325,54,0x0011
1778268198.685327000,10.19.155.241,10.19.155.22,6892,5000,60,0x0010
1778268198.685328000,10.19.155.241,10.19.155.22,6892,5000,1755,0x0018
1778268198.685329000,10.19.155.241,10.19.155.22,60325,5000,60,0x0010
1778268198.685363000,10.19.155.22,10.19.155.241,5000,6892,54,0x0010
1778268198.689085000,10.19.155.22,10.19.155.241,5000,56530,2501,0x0018
1778268198.689525000,10.19.155.241,10.19.155.22,56530,5000,60,0x0010
1778268198.689911000,10.19.155.241,10.19.155.22,56530,5000,134,0x0018
1778268198.689912000,10.19.155.241,10.19.155.22,56530,5000,622,0x0018
1778268198.690126000,10.19.155.22,10.19.155.241,5000,56530,309,0x0018
1778268198.696334000,10.19.155.22,10.19.155.241,5000,6892,2501,0x0018
1778268198.697976000,10.19.155.241,10.19.155.22,6892,5000,60,0x0010
1778268198.697977000,10.19.155.241,10.19.155.22,6892,5000,134,0x0018
1778268198.697978000,10.19.155.241,10.19.155.22,6892,5000,660,0x0018
1778268198.698492000,10.19.155.22,10.19.155.241,5000,6892,309,0x0018
1778268198.700402000,10.19.155.22,10.19.155.241,5000,6892,4434,0x0018
