frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags
1778268609.893224000,10.19.155.241,10.19.155.22,41587,5000,60,0x0010
1778268609.894552000,10.19.155.241,10.19.155.22,41587,5000,134,0x0018
1778268609.894553000,10.19.155.241,10.19.155.22,41587,5000,622,0x0018
1778268609.894881000,10.19.155.22,10.19.155.241,5000,41587,309,0x0018
1778268609.900720000,10.19.155.22,10.19.155.241,5000,46498,2501,0x0018
1778268609.901111000,10.19.155.241,10.19.155.22,46498,5000,60,0x0010
1778268609.901985000,10.19.155.241,10.19.155.22,46498,5000,134,0x0018
1778268609.902279000,10.19.155.241,10.19.155.22,46498,5000,660,0x0018
1778268609.902519000,10.19.155.22,10.19.155.241,5000,46498,309,0x0018
1778268609.904814000,10.19.155.22,10.19.155.241,5000,46498,7354,0x0018
1778268609.905455000,10.19.155.241,10.19.155.22,46498,5000,60,0x0010
1778268609.905456000,10.19.155.241,10.19.155.22,46498,5000,60,0x0010
1778268609.905456000,10.19.155.241,10.19.155.22,46498,5000,60,0x0010
1778268609.905488000,10.19.155.22,10.19.155.241,5000,46498,1239,0x0018
1778268609.906193000,10.19.155.241,10.19.155.22,46498,5000,60,0x0011
1778268609.906568000,10.19.155.22,10.19.155.241,5000,46498,78,0x0018
1778268609.907279000,10.19.155.22,10.19.155.241,5000,46498,54,0x0011
1778268609.907411000,10.19.155.241,10.19.155.22,46498,5000,60,0x0014
1778268609.909639000,10.19.155.22,10.19.155.241,5000,41587,727,0x0019
1778268609.910113000,10.19.155.241,10.19.155.22,41587,5000,60,0x0010
1778268609.910811000,10.19.155.241,10.19.155.22,41587,5000,60,0x0011
1778268609.910839000,10.19.155.22,10.19.155.241,5000,41587,54,0x0010
1778268612.884480000,10.19.155.241,10.19.155.22,57609,5000,66,0x0002
1778268612.884530000,10.19.155.22,10.19.155.241,5000,57609,66,0x0012
1778268612.885338000,10.19.155.241,10.19.155.22,4719,5000,66,0x0002
1778268612.885338000,10.19.155.241,10.19.155.22,57609,5000,60,0x0010
1778268612.885339000,10.19.155.241,10.19.155.22,57609,5000,2026,0x0018
1778268612.885356000,10.19.155.22,10.19.155.241,5000,4719,66,0x0012
1778268612.885495000,10.19.155.22,10.19.155.241,5000,57609,54,0x0010
1778268612.885989000,10.19.155.241,10.19.155.22,4719,5000,60,0x0010
1778268612.885990000,10.19.155.241,10.19.155.22,4719,5000,2026,0x0018
1778268612.886010000,10.19.155.22,10.19.155.241,5000,4719,54,0x0010
1778268612.886597000,10.19.155.22,10.19.155.241,5000,57609,1383,0x0018
1778268612.887255000,10.19.155.241,10.19.155.22,57609,5000,84,0x0018
1778268612.887256000,10.19.155.241,10.19.155.22,57609,5000,60,0x0011
1778268612.887653000,10.19.155.22,10.19.155.241,5000,57609,54,0x0011
1778268612.888698000,10.19.155.241,10.19.155.22,57609,5000,60,0x0010
1778268612.888699000,10.19.155.241,10.19.155.22,30254,5000,66,0x0002
1778268612.888890000,10.19.155.22,10.19.155.241,5000,30254,66,0x0012
1778268612.889939000,10.19.155.241,10.19.155.22,30254,5000,60,0x0010
1778268612.889940000,10.19.155.241,10.19.155.22,30254,5000,1755,0x0018
1778268612.889979000,10.19.155.22,10.19.155.241,5000,30254,54,0x0010
1778268612.892368000,10.19.155.22,10.19.155.241,5000,4719,1383,0x0018
1778268612.893006000,10.19.155.241,10.19.155.22,4719,5000,84,0x0018
1778268612.893007000,10.19.155.241,10.19.155.22,4719,5000,60,0x0011
1778268612.893203000,10.19.155.22,10.19.155.241,5000,4719,54,0x0011
1778268612.893664000,10.19.155.241,10.19.155.22,4719,5000,60,0x0010
1778268612.893973000,10.19.155.241,10.19.155.22,1111,5000,66,0x0002
1778268612.893992000,10.19.155.22,10.19.155.241,5000,1111,66,0x0012
1778268612.894705000,10.19.155.241,10.19.155.22,1111,5000,60,0x0010
1778268612.894706000,10.19.155.241,10.19.155.22,1111,5000,1851,0x0018
1778268612.894732000,10.19.155.22,10.19.155.241,5000,1111,54,0x0010
1778268612.896467000,10.19.155.22,10.19.155.241,5000,30254,2501,0x0018
1778268612.896954000,10.19.155.241,10.19.155.22,30254,5000,60,0x0010
1778268612.897264000,10.19.155.241,10.19.155.22,30254,5000,134,0x0018
1778268612.897520000,10.19.155.22,10.19.155.241,5000,30254,309,0x0018
1778268612.897812000,10.19.155.241,10.19.155.22,30254,5000,622,0x0018
1778268612.903301000,10.19.155.22,10.19.155.241,5000,1111,2501,0x0018
1778268612.903679000,10.19.155.241,10.19.155.22,1111,5000,60,0x0010
1778268612.904484000,10.19.155.241,10.19.155.22,1111,5000,134,0x0018
1778268612.904485000,10.19.155.241,10.19.155.22,1111,5000,660,0x0018
1778268612.904724000,10.19.155.22,10.19.155.241,5000,1111,309,0x0018
1778268612.906845000,10.19.155.22,10.19.155.241,5000,1111,7354,0x0018
1778268612.907332000,10.19.155.241,10.19.155.22,1111,5000,60,0x0010
1778268612.907332000,10.19.155.241,10.19.155.22,1111,5000,60,0x0010
1778268612.907333000,10.19.155.241,10.19.155.22,1111,5000,60,0x0010
1778268612.907353000,10.19.155.22,10.19.155.241,5000,1111,1239,0x0018
1778268612.907979000,10.19.155.241,10.19.155.22,1111,5000,60,0x0011
1778268612.908320000,10.19.155.22,10.19.155.241,5000,1111,78,0x0018
1778268612.908784000,10.19.155.22,10.19.155.241,5000,1111,54,0x0011
1778268612.908820000,10.19.155.241,10.19.155.22,1111,5000,60,0x0014
1778268612.911899000,10.19.155.22,10.19.155.241,5000,30254,727,0x0019
1778268612.912524000,10.19.155.241,10.19.155.22,30254,5000,60,0x0010
1778268612.913037000,10.19.155.241,10.19.155.22,30254,5000,60,0x0011
1778268612.913057000,10.19.155.22,10.19.155.241,5000,30254,54,0x0010
1778268615.885531000,10.19.155.241,10.19.155.22,37686,5000,66,0x0002
1778268615.885533000,10.19.155.241,10.19.155.22,64939,5000,66,0x0002
1778268615.885564000,10.19.155.22,10.19.155.241,5000,37686,66,0x0012
1778268615.885746000,10.19.155.22,10.19.155.241,5000,64939,66,0x0012
1778268615.886583000,10.19.155.241,10.19.155.22,37686,5000,60,0x0010
1778268615.886585000,10.19.155.241,10.19.155.22,64939,5000,60,0x0010
1778268615.886587000,10.19.155.241,10.19.155.22,37686,5000,2058,0x0018
1778268615.886588000,10.19.155.241,10.19.155.22,64939,5000,2026,0x0018
1778268615.886674000,10.19.155.22,10.19.155.241,5000,37686,54,0x0010
1778268615.886853000,10.19.155.22,10.19.155.241,5000,64939,54,0x0010
1778268615.888032000,10.19.155.22,10.19.155.241,5000,37686,1383,0x0018
1778268615.889063000,10.19.155.241,10.19.155.22,37686,5000,84,0x0018
1778268615.889064000,10.19.155.241,10.19.155.22,37686,5000,60,0x0011
1778268615.889350000,10.19.155.22,10.19.155.241,5000,37686,54,0x0011
1778268615.889834000,10.19.155.241,10.19.155.22,37686,5000,60,0x0010
1778268615.889836000,10.19.155.241,10.19.155.22,34119,5000,66,0x0002
1778268615.890006000,10.19.155.22,10.19.155.241,5000,34119,66,0x0012
1778268615.890904000,10.19.155.241,10.19.155.22,34119,5000,60,0x0010
1778268615.890905000,10.19.155.241,10.19.155.22,34119,5000,1851,0x0018
1778268615.890948000,10.19.155.22,10.19.155.241,5000,34119,54,0x0010
1778268615.891635000,10.19.155.22,10.19.155.241,5000,64939,1383,0x0018
1778268615.892489000,10.19.155.241,10.19.155.22,64939,5000,84,0x0018
1778268615.892490000,10.19.155.241,10.19.155.22,64939,5000,60,0x0011
1778268615.892830000,10.19.155.22,10.19.155.241,5000,64939,54,0x0011
1778268615.893395000,10.19.155.241,10.19.155.22,64939,5000,60,0x0010
1778268615.893396000,10.19.155.241,10.19.155.22,6809,5000,66,0x0002
1778268615.893428000,10.19.155.22,10.19.155.241,5000,6809,66,0x0012
1778268615.894185000,10.19.155.241,10.19.155.22,6809,5000,60,0x0010
1778268615.894186000,10.19.155.241,10.19.155.22,6809,5000,1819,0x0018
1778268615.894218000,10.19.155.22,10.19.155.241,5000,6809,54,0x0010
1778268615.895463000,10.19.155.22,10.19.155.241,5000,34119,2501,0x0018
1778268615.895801000,10.19.155.241,10.19.155.22,34119,5000,60,0x0010
1778268615.896696000,10.19.155.241,10.19.155.22,34119,5000,134,0x0018
1778268615.897111000,10.19.155.241,10.19.155.22,34119,5000,622,0x0018
1778268615.897516000,10.19.155.22,10.19.155.241,5000,34119,309,0x0018
1778268615.903184000,10.19.155.22,10.19.155.241,5000,6809,2501,0x0018
1778268615.903764000,10.19.155.241,10.19.155.22,6809,5000,60,0x0010
1778268615.904264000,10.19.155.241,10.19.155.22,6809,5000,134,0x0018
1778268615.904518000,10.19.155.241,10.19.155.22,6809,5000,660,0x0018
1778268615.904744000,10.19.155.22,10.19.155.241,5000,6809,309,0x0018
1778268615.906631000,10.19.155.22,10.19.155.241,5000,6809,7354,0x0018
1778268615.907386000,10.19.155.241,10.19.155.22,6809,5000,60,0x0010
1778268615.907386000,10.19.155.241,10.19.155.22,6809,5000,60,0x0010
1778268615.907387000,10.19.155.241,10.19.155.22,6809,5000,60,0x0010
1778268615.907493000,10.19.155.22,10.19.155.241,5000,6809,1239,0x0018
1778268615.908034000,10.19.155.241,10.19.155.22,6809,5000,60,0x0011
1778268615.908913000,10.19.155.22,10.19.155.241,5000,6809,78,0x0018
1778268615.909406000,10.19.155.241,10.19.155.22,6809,5000,60,0x0014
1778268615.911942000,10.19.155.22,10.19.155.241,5000,34119,727,0x0019
1778268615.912380000,10.19.155.241,10.19.155.22,34119,5000,60,0x0010
1778268615.913021000,10.19.155.241,10.19.155.22,34119,5000,60,0x0011
1778268615.913044000,10.19.155.22,10.19.155.241,5000,34119,54,0x0010
1778268618.887553000,10.19.155.241,10.19.155.22,39413,5000,66,0x0002
1778268618.887555000,10.19.155.241,10.19.155.22,30426,5000,66,0x0002
1778268618.887585000,10.19.155.22,10.19.155.241,5000,39413,66,0x0012
1778268618.887762000,10.19.155.22,10.19.155.241,5000,30426,66,0x0012
1778268618.888382000,10.19.155.241,10.19.155.22,39413,5000,60,0x0010
1778268618.888383000,10.19.155.241,10.19.155.22,30426,5000,60,0x0010
1778268618.888384000,10.19.155.241,10.19.155.22,39413,5000,2122,0x0018
1778268618.888384000,10.19.155.241,10.19.155.22,30426,5000,2026,0x0018
1778268618.888434000,10.19.155.22,10.19.155.241,5000,39413,54,0x0010
1778268618.888508000,10.19.155.22,10.19.155.241,5000,30426,54,0x0010
1778268618.889192000,10.19.155.22,10.19.155.241,5000,39413,1383,0x0018
1778268618.890056000,10.19.155.241,10.19.155.22,39413,5000,84,0x0018
1778268618.890057000,10.19.155.241,10.19.155.22,39413,5000,60,0x0011
1778268618.890342000,10.19.155.22,10.19.155.241,5000,39413,54,0x0011
1778268618.890814000,10.19.155.241,10.19.155.22,39413,5000,60,0x0010
1778268618.890814000,10.19.155.241,10.19.155.22,54190,5000,66,0x0002
1778268618.890844000,10.19.155.22,10.19.155.241,5000,54190,66,0x0012
1778268618.891576000,10.19.155.241,10.19.155.22,54190,5000,60,0x0010
1778268618.891577000,10.19.155.241,10.19.155.22,54190,5000,1787,0x0018
1778268618.891612000,10.19.155.22,10.19.155.241,5000,54190,54,0x0010
1778268618.892115000,10.19.155.22,10.19.155.241,5000,30426,1383,0x0018
1778268618.892872000,10.19.155.241,10.19.155.22,30426,5000,84,0x0018
1778268618.892873000,10.19.155.241,10.19.155.22,30426,5000,60,0x0011
1778268618.893574000,10.19.155.241,10.19.155.22,1210,5000,66,0x0002
1778268618.893597000,10.19.155.22,10.19.155.241,5000,1210,66,0x0012
1778268618.894606000,10.19.155.241,10.19.155.22,1210,5000,60,0x0010
1778268618.894608000,10.19.155.241,10.19.155.22,1210,5000,1851,0x0018
1778268618.894653000,10.19.155.22,10.19.155.241,5000,1210,54,0x0010
1778268618.895101000,10.19.155.22,10.19.155.241,5000,30426,54,0x0011
1778268618.895407000,10.19.155.241,10.19.155.22,30426,5000,60,0x0010
1778268618.897255000,10.19.155.22,10.19.155.241,5000,54190,2501,0x0018
1778268618.897607000,10.19.155.241,10.19.155.22,54190,5000,60,0x0010
1778268618.899016000,10.19.155.241,10.19.155.22,54190,5000,134,0x0018
1778268618.899018000,10.19.155.241,10.19.155.22,54190,5000,622,0x0018
1778268618.899369000,10.19.155.22,10.19.155.241,5000,54190,309,0x0018
1778268618.905903000,10.19.155.22,10.19.155.241,5000,1210,2501,0x0018
1778268618.906751000,10.19.155.241,10.19.155.22,1210,5000,60,0x0010
1778268618.906753000,10.19.155.241,10.19.155.22,1210,5000,134,0x0018
1778268618.907086000,10.19.155.22,10.19.155.241,5000,1210,309,0x0018
1778268618.907453000,10.19.155.241,10.19.155.22,1210,5000,660,0x0018
1778268618.909536000,10.19.155.22,10.19.155.241,5000,1210,7354,0x0018
1778268618.910094000,10.19.155.241,10.19.155.22,1210,5000,60,0x0010
1778268618.910095000,10.19.155.241,10.19.155.22,1210,5000,60,0x0010
1778268618.910096000,10.19.155.241,10.19.155.22,1210,5000,60,0x0010
1778268618.910118000,10.19.155.22,10.19.155.241,5000,1210,1239,0x0018
1778268618.911338000,10.19.155.241,10.19.155.22,1210,5000,60,0x0011
1778268618.911667000,10.19.155.22,10.19.155.241,5000,1210,78,0x0018
1778268618.912052000,10.19.155.22,10.19.155.241,5000,1210,54,0x0011
1778268618.912118000,10.19.155.241,10.19.155.22,1210,5000,60,0x0014
1778268618.921528000,10.19.155.22,10.19.155.241,5000,54190,727,0x0019
1778268618.922562000,10.19.155.241,10.19.155.22,54190,5000,60,0x0010
1778268618.923156000,10.19.155.241,10.19.155.22,54190,5000,60,0x0011
1778268618.923193000,10.19.155.22,10.19.155.241,5000,54190,54,0x0010
1778268621.888871000,10.19.155.241,10.19.155.22,40791,5000,66,0x0002
1778268621.888873000,10.19.155.241,10.19.155.22,14476,5000,66,0x0002
1778268621.888905000,10.19.155.22,10.19.155.241,5000,40791,66,0x0012
1778268621.889105000,10.19.155.22,10.19.155.241,5000,14476,66,0x0012
1778268621.889702000,10.19.155.241,10.19.155.22,40791,5000,60,0x0010
1778268621.889702000,10.19.155.241,10.19.155.22,14476,5000,60,0x0010
1778268621.889703000,10.19.155.241,10.19.155.22,40791,5000,2090,0x0018
1778268621.889747000,10.19.155.22,10.19.155.241,5000,40791,54,0x0010
1778268621.890436000,10.19.155.22,10.19.155.241,5000,40791,1383,0x0018
1778268621.891016000,10.19.155.241,10.19.155.22,14476,5000,2122,0x0018
1778268621.891017000,10.19.155.241,10.19.155.22,40791,5000,84,0x0018
1778268621.891037000,10.19.155.22,10.19.155.241,5000,14476,54,0x0010
1778268621.891450000,10.19.155.22,10.19.155.241,5000,40791,54,0x0011
1778268621.891887000,10.19.155.241,10.19.155.22,40791,5000,60,0x0011
1778268621.891889000,10.19.155.241,10.19.155.22,40791,5000,60,0x0010
1778268621.892145000,10.19.155.241,10.19.155.22,39135,5000,66,0x0002
1778268621.892170000,10.19.155.22,10.19.155.241,5000,39135,66,0x0012
1778268621.892404000,10.19.155.22,10.19.155.241,5000,40791,54,0x0010
1778268621.892707000,10.19.155.241,10.19.155.22,39135,5000,60,0x0010
1778268621.893374000,10.19.155.22,10.19.155.241,5000,14476,1383,0x0018
1778268621.893730000,10.19.155.241,10.19.155.22,39135,5000,1851,0x0018
1778268621.893742000,10.19.155.22,10.19.155.241,5000,39135,54,0x0010
1778268621.894141000,10.19.155.241,10.19.155.22,14476,5000,84,0x0018
1778268621.894141000,10.19.155.241,10.19.155.22,14476,5000,60,0x0011
1778268621.894324000,10.19.155.22,10.19.155.241,5000,14476,54,0x0011
1778268621.894873000,10.19.155.241,10.19.155.22,14476,5000,60,0x0010
1778268621.895710000,10.19.155.241,10.19.155.22,24155,5000,66,0x0002
1778268621.895738000,10.19.155.22,10.19.155.241,5000,24155,66,0x0012
1778268621.898654000,10.19.155.241,10.19.155.22,24155,5000,60,0x0010
1778268621.898655000,10.19.155.241,10.19.155.22,24155,5000,1819,0x0018
1778268621.898697000,10.19.155.22,10.19.155.241,5000,24155,54,0x0010
1778268621.902242000,10.19.155.22,10.19.155.241,5000,39135,2501,0x0018
1778268621.903653000,10.19.155.241,10.19.155.22,39135,5000,60,0x0010
1778268621.903653000,10.19.155.241,10.19.155.22,39135,5000,134,0x0018
1778268621.903654000,10.19.155.241,10.19.155.22,39135,5000,622,0x0018
1778268621.903935000,10.19.155.22,10.19.155.241,5000,39135,309,0x0018
1778268621.908820000,10.19.155.22,10.19.155.241,5000,24155,2501,0x0018
1778268621.909303000,10.19.155.241,10.19.155.22,24155,5000,60,0x0010
1778268621.909755000,10.19.155.241,10.19.155.22,24155,5000,134,0x0018
1778268621.909756000,10.19.155.241,10.19.155.22,24155,5000,660,0x0018
1778268621.909951000,10.19.155.22,10.19.155.241,5000,24155,309,0x0018
1778268621.912034000,10.19.155.22,10.19.155.241,5000,24155,7354,0x0018
1778268621.912631000,10.19.155.241,10.19.155.22,24155,5000,60,0x0010
1778268621.912632000,10.19.155.241,10.19.155.22,24155,5000,60,0x0010
1778268621.912633000,10.19.155.241,10.19.155.22,24155,5000,60,0x0010
1778268621.912659000,10.19.155.22,10.19.155.241,5000,24155,1239,0x0018
1778268621.913143000,10.19.155.241,10.19.155.22,24155,5000,60,0x0011
1778268621.913500000,10.19.155.22,10.19.155.241,5000,24155,78,0x0018
1778268621.914104000,10.19.155.22,10.19.155.241,5000,24155,54,0x0011
1778268621.914388000,10.19.155.241,10.19.155.22,24155,5000,60,0x0014
1778268621.918495000,10.19.155.22,10.19.155.241,5000,39135,727,0x0019
1778268621.919162000,10.19.155.241,10.19.155.22,39135,5000,60,0x0010
1778268621.919872000,10.19.155.241,10.19.155.22,39135,5000,60,0x0011
1778268621.919903000,10.19.155.22,10.19.155.241,5000,39135,54,0x0010
1778268624.891579000,10.19.155.241,10.19.155.22,34449,5000,66,0x0002
1778268624.891581000,10.19.155.241,10.19.155.22,35793,5000,66,0x0002
1778268624.891615000,10.19.155.22,10.19.155.241,5000,34449,66,0x0012
1778268624.891842000,10.19.155.22,10.19.155.241,5000,35793,66,0x0012
1778268624.892527000,10.19.155.241,10.19.155.22,34449,5000,60,0x0010
1778268624.892529000,10.19.155.241,10.19.155.22,35793,5000,60,0x0010
1778268624.892530000,10.19.155.241,10.19.155.22,34449,5000,2122,0x0018
1778268624.892530000,10.19.155.241,10.19.155.22,35793,5000,2090,0x0018
1778268624.892734000,10.19.155.22,10.19.155.241,5000,34449,54,0x0010
1778268624.892858000,10.19.155.22,10.19.155.241,5000,35793,54,0x0010
1778268624.893797000,10.19.155.22,10.19.155.241,5000,34449,1383,0x0018
1778268624.895016000,10.19.155.241,10.19.155.22,34449,5000,84,0x0018
1778268624.895018000,10.19.155.241,10.19.155.22,34449,5000,60,0x0011
1778268624.895325000,10.19.155.22,10.19.155.241,5000,34449,54,0x0011
1778268624.895849000,10.19.155.241,10.19.155.22,34449,5000,60,0x0010
1778268624.896547000,10.19.155.22,10.19.155.241,5000,35793,1383,0x0018
1778268624.897073000,10.19.155.241,10.19.155.22,7184,5000,66,0x0002
1778268624.897126000,10.19.155.22,10.19.155.241,5000,7184,66,0x0012
1778268624.898309000,10.19.155.241,10.19.155.22,35793,5000,84,0x0018
1778268624.898311000,10.19.155.241,10.19.155.22,7184,5000,60,0x0010
1778268624.898313000,10.19.155.241,10.19.155.22,7184,5000,1787,0x0018
1778268624.898313000,10.19.155.241,10.19.155.22,35793,5000,60,0x0011
1778268624.898442000,10.19.155.22,10.19.155.241,5000,7184,54,0x0010
1778268624.899125000,10.19.155.22,10.19.155.241,5000,35793,54,0x0011
1778268624.901641000,10.19.155.241,10.19.155.22,35793,5000,60,0x0010
1778268624.901644000,10.19.155.241,10.19.155.22,24392,5000,66,0x0002
1778268624.901724000,10.19.155.22,10.19.155.241,5000,24392,66,0x0012
1778268624.903162000,10.19.155.241,10.19.155.22,24392,5000,60,0x0010
1778268624.903165000,10.19.155.241,10.19.155.22,24392,5000,1755,0x0018
1778268624.903253000,10.19.155.22,10.19.155.241,5000,24392,54,0x0010
1778268624.904801000,10.19.155.22,10.19.155.241,5000,7184,2501,0x0018
1778268624.905551000,10.19.155.241,10.19.155.22,7184,5000,60,0x0010
1778268624.906179000,10.19.155.241,10.19.155.22,7184,5000,134,0x0018
1778268624.906453000,10.19.155.22,10.19.155.241,5000,7184,309,0x0018
1778268624.906878000,10.19.155.241,10.19.155.22,7184,5000,622,0x0018
1778268624.913409000,10.19.155.22,10.19.155.241,5000,24392,2501,0x0018
1778268624.915545000,10.19.155.241,10.19.155.22,24392,5000,60,0x0010
1778268624.915546000,10.19.155.241,10.19.155.22,24392,5000,134,0x0018
1778268624.915547000,10.19.155.241,10.19.155.22,24392,5000,660,0x0018
1778268624.916934000,10.19.155.22,10.19.155.241,5000,24392,309,0x0018
1778268624.930533000,10.19.155.22,10.19.155.241,5000,24392,7354,0x0018
1778268624.931263000,10.19.155.22,10.19.155.241,5000,7184,727,0x0019
1778268624.931459000,10.19.155.241,10.19.155.22,24392,5000,60,0x0010
1778268624.931460000,10.19.155.241,10.19.155.22,24392,5000,60,0x0010
1778268624.931460000,10.19.155.241,10.19.155.22,24392,5000,60,0x0010
1778268624.931533000,10.19.155.22,10.19.155.241,5000,24392,1239,0x0018
1778268624.931987000,10.19.155.241,10.19.155.22,7184,5000,60,0x0010
1778268624.932540000,10.19.155.241,10.19.155.22,24392,5000,60,0x0011
1778268624.932999000,10.19.155.22,10.19.155.241,5000,24392,78,0x0018
1778268624.932983000,10.19.155.241,10.19.155.22,7184,5000,60,0x0011
1778268624.933432000,10.19.155.22,10.19.155.241,5000,7184,54,0x0010
1778268624.933521000,10.19.155.241,10.19.155.22,24392,5000,60,0x0014
1778268627.893985000,10.19.155.241,10.19.155.22,59419,5000,66,0x0002
1778268627.894018000,10.19.155.22,10.19.155.241,5000,59419,66,0x0012
1778268627.894995000,10.19.155.241,10.19.155.22,55460,5000,66,0x0002
1778268627.894996000,10.19.155.241,10.19.155.22,59419,5000,60,0x0010
1778268627.894997000,10.19.155.241,10.19.155.22,59419,5000,2026,0x0018
1778268627.895029000,10.19.155.22,10.19.155.241,5000,55460,66,0x0012
1778268627.895251000,10.19.155.22,10.19.155.241,5000,59419,54,0x0010
1778268627.895957000,10.19.155.241,10.19.155.22,55460,5000,60,0x0010
1778268627.895958000,10.19.155.241,10.19.155.22,55460,5000,2090,0x0018
1778268627.895989000,10.19.155.22,10.19.155.241,5000,55460,54,0x0010
1778268627.896576000,10.19.155.22,10.19.155.241,5000,59419,1383,0x0018
1778268627.897344000,10.19.155.241,10.19.155.22,59419,5000,84,0x0018
1778268627.897346000,10.19.155.241,10.19.155.22,59419,5000,60,0x0011
1778268627.897612000,10.19.155.22,10.19.155.241,5000,59419,54,0x0011
1778268627.897985000,10.19.155.241,10.19.155.22,59419,5000,60,0x0010
1778268627.897986000,10.19.155.241,10.19.155.22,25877,5000,66,0x0002
1778268627.898008000,10.19.155.22,10.19.155.241,5000,25877,66,0x0012
1778268627.898979000,10.19.155.241,10.19.155.22,25877,5000,60,0x0010
1778268627.898981000,10.19.155.241,10.19.155.22,25877,5000,1755,0x0018
1778268627.899014000,10.19.155.22,10.19.155.241,5000,25877,54,0x0010
1778268627.899200000,10.19.155.22,10.19.155.241,5000,55460,1383,0x0018
1778268627.899969000,10.19.155.241,10.19.155.22,55460,5000,84,0x0018
1778268627.899970000,10.19.155.241,10.19.155.22,55460,5000,60,0x0011
1778268627.900185000,10.19.155.22,10.19.155.241,5000,55460,54,0x0011
1778268627.900569000,10.19.155.241,10.19.155.22,55460,5000,60,0x0010
1778268627.902022000,10.19.155.22,10.19.155.241,5000,25877,2501,0x0018
1778268627.902418000,10.19.155.241,10.19.155.22,21694,5000,66,0x0002
1778268627.902418000,10.19.155.241,10.19.155.22,25877,5000,60,0x0010
1778268627.902442000,10.19.155.22,10.19.155.241,5000,21694,66,0x0012
1778268627.903874000,10.19.155.241,10.19.155.22,21694,5000,60,0x0010
1778268627.903876000,10.19.155.241,10.19.155.22,25877,5000,134,0x0018
1778268627.903877000,10.19.155.241,10.19.155.22,21694,5000,1819,0x0018
1778268627.903878000,10.19.155.241,10.19.155.22,25877,5000,622,0x0018
1778268627.903960000,10.19.155.22,10.19.155.241,5000,21694,54,0x0010
1778268627.905254000,10.19.155.22,10.19.155.241,5000,25877,309,0x0018
1778268627.909536000,10.19.155.22,10.19.155.241,5000,21694,2501,0x0018
1778268627.909926000,10.19.155.241,10.19.155.22,21694,5000,60,0x0010
1778268627.911077000,10.19.155.241,10.19.155.22,21694,5000,134,0x0018
1778268627.911078000,10.19.155.241,10.19.155.22,21694,5000,660,0x0018
1778268627.911367000,10.19.155.22,10.19.155.241,5000,21694,309,0x0018
1778268627.913219000,10.19.155.22,10.19.155.241,5000,21694,7354,0x0018
1778268627.913810000,10.19.155.241,10.19.155.22,21694,5000,60,0x0010
1778268627.913811000,10.19.155.241,10.19.155.22,21694,5000,60,0x0010
1778268627.913812000,10.19.155.241,10.19.155.22,21694,5000,60,0x0010
1778268627.913835000,10.19.155.22,10.19.155.241,5000,21694,1239,0x0018
1778268627.914630000,10.19.155.241,10.19.155.22,21694,5000,60,0x0011
1778268627.915798000,10.19.155.22,10.19.155.241,5000,21694,78,0x0018
1778268627.916134000,10.19.155.22,10.19.155.241,5000,21694,54,0x0011
1778268627.916276000,10.19.155.241,10.19.155.22,21694,5000,60,0x0014
1778268627.920650000,10.19.155.22,10.19.155.241,5000,25877,727,0x0019
1778268627.921032000,10.19.155.241,10.19.155.22,25877,5000,60,0x0010
1778268627.922050000,10.19.155.241,10.19.155.22,25877,5000,60,0x0011
1778268627.922088000,10.19.155.22,10.19.155.241,5000,25877,54,0x0010
1778268630.893599000,10.19.155.241,10.19.155.22,46629,5000,66,0x0002
1778268630.893600000,10.19.155.241,10.19.155.22,57486,5000,66,0x0002
1778268630.893630000,10.19.155.22,10.19.155.241,5000,46629,66,0x0012
1778268630.893803000,10.19.155.22,10.19.155.241,5000,57486,66,0x0012
1778268630.894625000,10.19.155.241,10.19.155.22,46629,5000,60,0x0010
1778268630.894626000,10.19.155.241,10.19.155.22,57486,5000,60,0x0010
1778268630.894627000,10.19.155.241,10.19.155.22,46629,5000,2058,0x0018
1778268630.894628000,10.19.155.241,10.19.155.22,57486,5000,2026,0x0018
1778268630.894674000,10.19.155.22,10.19.155.241,5000,46629,54,0x0010
1778268630.894762000,10.19.155.22,10.19.155.241,5000,57486,54,0x0010
1778268630.895450000,10.19.155.22,10.19.155.241,5000,46629,1383,0x0018
1778268630.896335000,10.19.155.241,10.19.155.22,46629,5000,84,0x0018
1778268630.896336000,10.19.155.241,10.19.155.22,46629,5000,60,0x0011
1778268630.896585000,10.19.155.22,10.19.155.241,5000,46629,54,0x0011
1778268630.897138000,10.19.155.241,10.19.155.22,46629,5000,60,0x0010
1778268630.897139000,10.19.155.241,10.19.155.22,22162,5000,66,0x0002
1778268630.897168000,10.19.155.22,10.19.155.241,5000,22162,66,0x0012
1778268630.897977000,10.19.155.241,10.19.155.22,22162,5000,60,0x0010
1778268630.897978000,10.19.155.241,10.19.155.22,22162,5000,1787,0x0018
1778268630.898011000,10.19.155.22,10.19.155.241,5000,22162,54,0x0010
1778268630.898472000,10.19.155.22,10.19.155.241,5000,57486,1383,0x0018
1778268630.898958000,10.19.155.241,10.19.155.22,57486,5000,84,0x0018
1778268630.898959000,10.19.155.241,10.19.155.22,57486,5000,60,0x0011
1778268630.899502000,10.19.155.22,10.19.155.241,5000,57486,54,0x0011
1778268630.899851000,10.19.155.241,10.19.155.22,57486,5000,60,0x0010
1778268630.899852000,10.19.155.241,10.19.155.22,55886,5000,66,0x0002
